"Picked","RadiusAverageRMS","AxisRatio","Compactness","TotalArea"
"False",0.189,0.85,0.891,0.105
"False",0.129,0.762,0.838,0.048
"False",0.131,0.725,0.865,0.049
"False",0.135,0.788,0.852,0.053
"False",0.108,0.361,0.64,0.029
"False",0.092,0.355,0.59,0.018
"False",0.085,0.333,0.539,0.012
"False",0.092,0.509,0.75,0.022
"False",0.109,0.62,0.806,0.033
"False",0.178,0.124,0.358,0.05
"False",0.196,0.748,0.86,0.112
"False",0.237,0.137,0.358,0.089
"False",0.107,0.717,0.804,0.032
"False",0.094,0.673,0.812,0.024
"False",0.296,0.136,0.408,0.158
"False",0.191,0.806,0.839,0.106
"False",0.149,0.703,0.846,0.065
"False",0.121,0.143,0.527,0.034
"False",0.275,0.067,0.168,0.052
"False",0.199,0.838,0.858,0.116
"False",0.202,0.84,0.879,0.12
"False",0.117,0.159,0.31,0.018
"False",0.286,0.069,0.171,0.119
"False",0.098,0.413,0.594,0.021
"False",0.118,0.231,0.452,0.026
"False",0.203,0.773,0.855,0.121
"False",0.105,0.228,0.352,0.015
"False",0.091,0.363,0.572,0.02
"False",0.104,0.171,0.331,0.014
"False",0.156,0.822,0.846,0.071
"False",0.225,0.834,0.887,0.149
"False",0.097,0.638,0.82,0.025
"False",0.112,0.603,0.758,0.035
"False",0.085,0.6,0.708,0.019
"False",0.09,0.417,0.646,0.02
"False",0.151,0.739,0.827,0.066
"False",0.217,0.805,0.854,0.139
"False",0.197,0.805,0.85,0.113
"False",0.213,0.765,0.855,0.133
"False",0.291,0.116,0.382,0.146
"False",0.728,0.02,0.077,0.185
"False",0.144,0.103,0.315,0.028
"False",0.195,0.775,0.869,0.112
"False",0.089,0.242,0.528,0.018
"False",0.372,0.072,0.144,0.092
"False",0.111,0.243,0.373,0.021
"False",0.262,0.084,0.222,0.082
"False",0.196,0.796,0.865,0.112
"False",0.13,0.354,0.643,0.042
"False",0.465,0.073,0.216,0.208
"False",0.122,0.522,0.717,0.039
"False",0.118,0.503,0.731,0.037
"False",0.162,0.617,0.793,0.072
"False",0.16,0.758,0.827,0.075
"False",0.119,0.706,0.809,0.039
"False",0.086,0.49,0.736,0.018
"False",0.324,0.058,0.136,0.061
"False",0.129,0.799,0.838,0.048
"False",0.183,0.831,0.838,0.099
"False",0.177,0.849,0.873,0.091
"False",0.148,0.714,0.854,0.063
"False",0.111,0.723,0.843,0.035
"False",0.187,0.85,0.871,0.102
"False",0.109,0.348,0.591,0.025
"False",0.158,0.759,0.864,0.072
"False",0.19,0.667,0.821,0.106
"False",0.238,0.137,0.403,0.114
"False",0.118,0.616,0.758,0.039
"False",0.296,0.162,0.357,0.133
"False",0.139,0.717,0.845,0.055
"False",0.228,0.178,0.477,0.118
"False",0.207,0.831,0.877,0.127
"False",0.111,0.216,0.422,0.024
"False",0.109,0.558,0.694,0.033
"False",0.101,0.448,0.496,0.025
"False",0.151,0.795,0.855,0.066
"False",0.092,0.207,0.359,0.012
"False",0.115,0.198,0.323,0.018
"False",0.09,0.25,0.333,0.013
"False",0.098,0.571,0.748,0.026
"False",0.235,0.813,0.877,0.163
"False",0.144,0.373,0.647,0.051
"False",0.14,0.746,0.856,0.056
"False",0.196,0.856,0.871,0.113
"False",0.091,0.29,0.572,0.018
"False",0.184,0.272,0.598,0.082
"False",0.205,0.769,0.871,0.123
"False",0.118,0.772,0.854,0.04
"False",0.172,0.081,0.205,0.025
"False",0.138,0.107,0.275,0.022
"False",0.153,0.152,0.259,0.026
"False",0.132,0.18,0.308,0.023
"False",0.118,0.102,0.269,0.016
"False",0.146,0.136,0.235,0.022
"False",0.117,0.84,0.862,0.038
"False",0.183,0.086,0.249,0.037
"False",0.178,0.805,0.863,0.092
"False",0.095,0.206,0.314,0.012
"False",0.139,0.765,0.827,0.056
"False",0.194,0.786,0.879,0.11
"False",0.13,0.704,0.825,0.048
"False",0.226,0.797,0.869,0.15
"False",0.178,0.848,0.88,0.092
"False",0.103,0.784,0.836,0.029
"False",0.114,0.719,0.842,0.036
"False",0.195,0.124,0.185,0.038
"False",0.11,0.822,0.859,0.035
"False",0.098,0.191,0.352,0.015
"False",0.286,0.071,0.178,0.059
"False",0.168,0.155,0.317,0.038
"False",0.159,0.286,0.412,0.051
"False",0.725,0.03,0.085,0.275
"False",0.237,0.873,0.889,0.166
"False",0.758,0.025,0.111,0.284
"False",0.128,0.451,0.73,0.044
"False",0.277,0.098,0.387,0.144
"False",0.179,0.829,0.877,0.094
"False",0.095,0.668,0.795,0.025
"False",0.124,0.64,0.745,0.043
"False",0.209,0.816,0.872,0.129
"False",0.125,0.796,0.862,0.045
"False",0.125,0.796,0.862,0.045
"False",0.275,0.781,0.859,0.225
"False",0.175,0.834,0.858,0.089
"False",0.17,0.482,0.712,0.079
"False",0.139,0.642,0.815,0.052
"False",0.266,0.078,0.174,0.049
"False",0.244,0.063,0.175,0.045
"False",0.233,0.831,0.865,0.161
"False",0.095,0.147,0.385,0.014
"False",0.107,0.161,0.31,0.015
"False",0.137,0.138,0.241,0.019
"False",0.164,0.102,0.199,0.023
"False",0.426,0.044,0.089,0.07
"False",0.137,0.131,0.277,0.022
"False",0.142,0.174,0.368,0.03
"False",0.215,0.846,0.878,0.138
"False",0.234,0.876,0.855,0.163
"False",0.303,0.611,0.715,0.282
"False",0.241,0.829,0.873,0.171
"False",0.211,0.092,0.278,0.056
"False",0.234,0.799,0.869,0.162
"False",0.117,0.381,0.499,0.032
"False",0.195,0.121,0.232,0.035
"False",0.099,0.175,0.493,0.022
"False",0.2,0.843,0.869,0.117
"False",0.086,0.315,0.451,0.018
"False",0.131,0.374,0.606,0.037
"False",0.184,0.83,0.868,0.099
"False",0.208,0.206,0.318,0.065
"False",0.201,0.125,0.225,0.058
"False",0.159,0.236,0.389,0.046
"False",0.088,0.354,0.659,0.017
"False",0.174,0.088,0.223,0.035
"False",0.193,0.118,0.266,0.043
"False",0.097,0.681,0.82,0.025
"False",0.307,0.334,0.275,0.233
"False",0.44,0.093,0.229,0.189
"False",0.096,0.277,0.436,0.015
"False",0.197,0.858,0.855,0.114
"False",0.152,0.776,0.877,0.067
"False",0.19,0.839,0.864,0.106
"False",0.207,0.867,0.856,0.127
"False",0.201,0.846,0.865,0.119
"False",0.204,0.738,0.86,0.122
"False",0.094,0.696,0.754,0.024
"False",0.187,0.774,0.871,0.102
"False",0.19,0.846,0.871,0.106
"False",0.59,0.075,0.168,0.256
"False",0.243,0.122,0.359,0.105
"False",0.71,0.028,0.117,0.302
"False",0.142,0.142,0.28,0.024
"False",0.488,0.059,0.153,0.153
"False",0.105,0.271,0.419,0.018
"False",0.102,0.712,0.814,0.029
"False",0.154,0.109,0.392,0.043
"False",0.138,0.768,0.857,0.055
"False",0.205,0.833,0.862,0.123
"False",0.097,0.185,0.375,0.015
"False",0.185,0.802,0.858,0.101
"False",0.135,0.741,0.827,0.052
"False",0.68,0.024,0.073,0.135
"False",0.158,0.846,0.864,0.072
"False",0.234,0.092,0.192,0.044
"False",0.895,0.045,0.114,0.409
"False",0.133,0.587,0.782,0.048
"False",0.176,0.113,0.239,0.032
"False",0.116,0.13,0.333,0.02
"False",0.301,0.057,0.337,0.156
"False",0.138,0.128,0.221,0.02
"False",0.106,0.349,0.532,0.024
"False",0.649,0.063,0.192,0.363
"False",0.119,0.594,0.793,0.039
"False",0.441,0.123,0.179,0.233
"False",0.181,0.197,0.403,0.064
"False",0.094,0.419,0.637,0.021
"False",0.118,0.121,0.401,0.022
"False",0.278,0.795,0.82,0.23
"False",0.204,0.823,0.882,0.122
"False",0.201,0.887,0.89,0.119
"False",0.258,0.078,0.193,0.054
"False",0.103,0.281,0.487,0.02
"False",0.18,0.777,0.867,0.096
"False",0.233,0.856,0.876,0.162
"False",0.125,0.703,0.834,0.044
"False",0.147,0.433,0.639,0.057
"False",0.099,0.503,0.755,0.025
"False",0.331,0.059,0.163,0.075
"False",0.254,0.08,0.165,0.045
"False",0.115,0.531,0.746,0.036
"False",0.114,0.574,0.743,0.035
"False",0.134,0.147,0.266,0.02
"False",0.092,0.398,0.614,0.02
"False",0.225,0.821,0.892,0.149
"False",0.102,0.547,0.792,0.028
"False",0.085,0.62,0.741,0.017
"False",0.207,0.195,0.405,0.069
"False",0.151,0.747,0.845,0.065
"False",0.182,0.54,0.754,0.096
"False",0.113,0.212,0.359,0.018
"False",0.092,0.303,0.386,0.016
"False",0.195,0.835,0.854,0.111
"False",0.097,0.186,0.356,0.013
"False",0.219,0.132,0.273,0.059
"False",0.22,0.067,0.253,0.052
"False",0.183,0.834,0.871,0.097
"False",0.119,0.644,0.805,0.04
"False",0.155,0.282,0.465,0.055
"False",0.195,0.866,0.876,0.111
"False",0.168,0.773,0.877,0.082
"False",0.179,0.824,0.87,0.093
"False",0.116,0.299,0.595,0.031
"False",0.305,0.06,0.354,0.161
"False",0.534,0.053,0.101,0.126
"False",0.538,0.037,0.098,0.112
"False",0.167,0.192,0.417,0.047
"False",0.238,0.737,0.863,0.166
"False",0.157,0.777,0.876,0.072
"False",0.164,0.81,0.861,0.078
"False",0.179,0.825,0.877,0.094
"False",0.334,0.257,0.329,0.215
"False",0.174,0.795,0.878,0.088
"False",0.184,0.142,0.265,0.039
"False",0.094,0.456,0.655,0.019
"False",0.094,0.25,0.503,0.018
"False",0.191,0.826,0.871,0.106
"False",0.192,0.8,0.851,0.108
"False",0.232,0.86,0.854,0.161
"False",0.232,0.822,0.862,0.157
"False",0.193,0.784,0.851,0.109
"False",0.22,0.846,0.855,0.143
"False",0.099,0.303,0.503,0.018
"False",0.527,0.08,0.186,0.223
"False",0.11,0.563,0.756,0.033
"False",0.396,0.044,0.122,0.084
"False",0.192,0.846,0.851,0.108
"False",0.946,0.017,0.078,0.286
"False",0.093,0.836,0.83,0.023
"False",0.086,0.803,0.846,0.02
"False",0.219,0.858,0.85,0.143
"False",0.55,0.042,0.159,0.225
"False",0.226,0.853,0.854,0.151
"False",0.106,0.484,0.712,0.029
"False",0.713,0.021,0.096,0.205
"False",0.119,0.705,0.839,0.04
"False",0.162,0.819,0.862,0.075
"False",0.187,0.809,0.855,0.102
"False",0.201,0.085,0.229,0.04
"False",0.129,0.678,0.795,0.048
"False",0.088,0.568,0.779,0.02
"False",0.127,0.538,0.772,0.045
"False",0.115,0.512,0.714,0.035
"False",0.093,0.62,0.775,0.022
"False",0.117,0.457,0.685,0.035
"False",0.233,0.818,0.861,0.16
"False",0.223,0.76,0.84,0.147
"False",0.216,0.781,0.86,0.136
"False",0.514,0.172,0.375,0.383
"False",0.208,0.805,0.884,0.126
"False",0.209,0.793,0.853,0.128
"False",0.279,0.121,0.27,0.25
"False",0.163,0.421,0.644,0.071
"False",0.192,0.744,0.839,0.106
"False",0.593,0.06,0.16,0.243
"False",0.125,0.663,0.815,0.045
"False",0.126,0.825,0.857,0.046
"False",0.22,0.086,0.203,0.042
"False",0.214,0.854,0.883,0.136
"False",0.105,0.29,0.358,0.028
"False",0.16,0.767,0.864,0.075
"False",0.116,0.245,0.408,0.022
"False",0.197,0.819,0.855,0.114
"False",0.141,0.625,0.815,0.056
"False",0.258,0.886,0.871,0.2
"False",0.157,0.759,0.846,0.071
"False",0.093,0.277,0.532,0.018
"False",0.232,0.082,0.221,0.052
"False",0.127,0.617,0.815,0.045
"False",0.266,0.168,0.476,0.139
"False",0.119,0.225,0.386,0.022
"False",0.271,0.071,0.167,0.054
"False",0.119,0.705,0.839,0.04
"False",0.134,0.53,0.791,0.05
"False",0.107,0.183,0.405,0.018
"False",0.148,0.269,0.52,0.049
"False",0.209,0.799,0.858,0.129
"False",0.152,0.177,0.333,0.032
"False",0.143,0.134,0.281,0.023
"False",0.171,0.11,0.383,0.052
"False",0.111,0.266,0.487,0.031
"False",0.178,0.148,0.27,0.039
"False",0.09,0.205,0.462,0.015
"False",0.1,0.284,0.444,0.022
"False",0.195,0.827,0.875,0.112
"False",0.17,0.806,0.883,0.085
"False",0.147,0.743,0.844,0.062
"False",0.425,0.044,0.101,0.08
"False",0.268,0.076,0.161,0.051
"False",0.23,0.819,0.866,0.156
"False",0.086,0.243,0.372,0.009
"False",0.31,0.118,0.395,0.169
"False",0.178,0.833,0.87,0.093
"False",0.092,0.226,0.545,0.02
"False",0.084,0.393,0.629,0.016
"False",0.084,0.374,0.581,0.016
"False",0.101,0.298,0.505,0.023
"False",0.189,0.787,0.858,0.105
"False",0.1,0.257,0.399,0.026
"False",0.149,0.211,0.303,0.044
"False",0.089,0.269,0.578,0.019
"False",0.157,0.519,0.777,0.069
"False",0.093,0.341,0.59,0.019
"False",0.14,0.2,0.33,0.027
"False",0.101,0.3,0.517,0.018
"False",0.141,0.241,0.469,0.042
"False",0.23,0.835,0.866,0.156
"False",0.086,0.473,0.708,0.019
"False",0.092,0.237,0.404,0.014
"False",0.19,0.768,0.864,0.106
"False",0.19,0.818,0.864,0.106
"False",0.135,0.674,0.846,0.051
"False",0.274,0.068,0.198,0.062
"False",0.15,0.843,0.886,0.065
"False",0.139,0.387,0.667,0.049
"False",0.23,0.803,0.866,0.156
"False",0.127,0.117,0.37,0.025
"False",0.115,0.335,0.666,0.033
"False",0.227,0.831,0.873,0.151
"False",0.127,0.498,0.745,0.043
"False",0.285,0.67,0.767,0.245
"False",0.136,0.525,0.703,0.049
"False",0.2,0.845,0.884,0.118
"False",0.157,0.813,0.855,0.072
"False",0.116,0.172,0.297,0.017
"False",0.199,0.874,0.879,0.117
"False",0.198,0.803,0.861,0.115
"False",0.212,0.237,0.449,0.09
"False",0.171,0.272,0.551,0.07
"False",0.61,0.043,0.151,0.273
"False",0.186,0.836,0.882,0.101
"False",0.199,0.754,0.843,0.116
"False",0.182,0.847,0.881,0.097
"False",0.16,0.672,0.846,0.073
"False",0.316,0.111,0.389,0.174
"False",0.212,0.811,0.863,0.133
"False",0.137,0.122,0.273,0.022
"False",0.657,0.027,0.065,0.124
"False",0.339,0.175,0.429,0.194
"False",0.099,0.708,0.826,0.027
"False",0.109,0.562,0.756,0.033
"False",0.138,0.633,0.744,0.053
"False",0.115,0.72,0.84,0.038
"False",0.175,0.864,0.894,0.089
"False",0.158,0.801,0.864,0.072
"False",0.127,0.422,0.732,0.042
"False",0.148,0.317,0.588,0.051
"False",0.185,0.815,0.842,0.1
"False",0.226,0.674,0.794,0.151
"False",0.473,0.033,0.122,0.121
"False",0.09,0.513,0.707,0.021
"False",0.088,0.29,0.572,0.018
"False",0.085,0.424,0.689,0.018
"False",0.181,0.099,0.27,0.042
"False",0.195,0.757,0.838,0.112
"False",0.105,0.377,0.606,0.028
"False",0.085,0.39,0.563,0.016
"False",0.204,0.164,0.264,0.065
"False",0.14,0.63,0.827,0.056
"False",0.172,0.147,0.413,0.058
"False",0.13,0.454,0.656,0.04
"False",0.181,0.841,0.892,0.096
"False",0.271,0.072,0.177,0.078
"False",0.118,0.157,0.346,0.02
"False",0.367,0.12,0.286,0.169
"False",0.211,0.193,0.525,0.104
"False",0.095,0.413,0.55,0.019
"False",0.242,0.165,0.466,0.128
"False",0.111,0.318,0.52,0.029
"False",0.121,0.191,0.347,0.022
"False",0.21,0.749,0.838,0.129
"False",0.192,0.803,0.867,0.109
"False",0.102,0.492,0.755,0.028
"False",0.096,0.63,0.795,0.025
"False",0.134,0.129,0.292,0.022
"False",0.178,0.095,0.216,0.029
"False",0.294,0.084,0.258,0.097
"False",0.166,0.735,0.784,0.079
"False",0.242,0.09,0.169,0.042
"False",0.179,0.123,0.259,0.035
"False",0.206,0.832,0.882,0.125
"False",0.249,0.083,0.282,0.077
"False",0.111,0.619,0.824,0.034
"False",0.22,0.074,0.294,0.065
"False",0.204,0.098,0.267,0.046
"False",0.085,0.454,0.616,0.018
"False",0.096,0.354,0.515,0.022
"False",0.084,0.29,0.538,0.015
"False",0.201,0.14,0.305,0.084
"False",0.099,0.2,0.353,0.014
"False",0.462,0.04,0.079,0.072
"False",0.142,0.13,0.277,0.022
"False",0.19,0.084,0.187,0.027
"False",0.174,0.84,0.878,0.088
"False",0.086,0.243,0.372,0.009
"False",0.227,0.735,0.84,0.152
"False",0.191,0.827,0.855,0.106
"False",0.184,0.87,0.885,0.099
"False",0.139,0.142,0.361,0.032
"False",0.095,0.245,0.416,0.014
"False",0.152,0.391,0.736,0.061
"False",0.143,0.143,0.298,0.025
"False",0.146,0.282,0.451,0.047
"False",0.202,0.774,0.865,0.119
"False",0.091,0.27,0.55,0.019
"False",0.191,0.727,0.812,0.106
"False",0.238,0.818,0.867,0.166
"False",0.145,0.754,0.875,0.062
"False",0.279,0.051,0.131,0.043
"False",0.192,0.85,0.867,0.109
"False",0.093,0.43,0.707,0.021
"False",0.234,0.831,0.857,0.161
"False",0.173,0.81,0.871,0.087
"False",0.226,0.864,0.881,0.151
"False",0.132,0.417,0.645,0.044
"False",0.183,0.774,0.871,0.097
"False",0.337,0.185,0.501,0.252
"False",0.822,0.045,0.19,0.54
"False",0.856,0.019,0.045,0.147
"False",0.214,0.056,0.161,0.032
"False",0.351,0.117,0.158,0.089
"False",0.216,0.87,0.882,0.139
"False",0.169,0.798,0.849,0.082
"False",0.142,0.71,0.819,0.059
"False",0.256,0.835,0.864,0.194
"False",0.115,0.684,0.791,0.038
"False",0.195,0.819,0.891,0.112
"False",0.118,0.662,0.807,0.039
"False",0.091,0.675,0.821,0.022
"False",0.107,0.822,0.859,0.032
"False",0.198,0.115,0.221,0.035
"False",0.169,0.305,0.647,0.073
"False",0.087,0.352,0.603,0.017
"False",0.13,0.737,0.852,0.049
"False",0.121,0.649,0.836,0.042
"False",0.276,0.168,0.536,0.208
"False",0.231,0.828,0.864,0.159
"False",0.208,0.814,0.882,0.128
"False",0.189,0.856,0.874,0.106
"False",0.349,0.416,0.58,0.389
"False",0.204,0.82,0.882,0.122
"False",0.203,0.743,0.844,0.119
"False",0.253,0.715,0.818,0.189
"False",0.203,0.829,0.876,0.121
"False",0.809,0.076,0.164,0.536
"False",0.13,0.498,0.743,0.045
"False",0.334,0.088,0.442,0.232
"False",0.138,0.25,0.501,0.038
"False",0.273,0.17,0.434,0.131
"False",0.099,0.2,0.353,0.014
"False",0.141,0.753,0.849,0.058
"False",0.135,0.658,0.827,0.052
"False",0.097,0.21,0.333,0.011
"False",0.191,0.65,0.759,0.106
"False",0.279,0.213,0.463,0.16
"False",0.216,0.829,0.851,0.136
"False",0.092,0.207,0.359,0.012
"False",0.157,0.124,0.236,0.025
"False",0.086,0.161,0.398,0.012
"False",0.233,0.176,0.431,0.095
"False",0.16,0.106,0.255,0.028
"False",0.098,0.226,0.461,0.017
"False",0.145,0.732,0.812,0.061
"False",0.244,0.857,0.861,0.177
"False",0.191,0.817,0.871,0.106
"False",0.193,0.824,0.879,0.11
"False",0.087,0.459,0.719,0.018
"False",0.115,0.358,0.603,0.029
"False",0.114,0.398,0.646,0.031
"False",0.097,0.409,0.647,0.022
"False",0.148,0.17,0.415,0.049
"False",0.112,0.156,0.359,0.03
"False",0.086,0.248,0.486,0.016
"False",0.178,0.839,0.846,0.092
"False",0.124,0.424,0.679,0.041
"False",0.11,0.413,0.546,0.025
"False",0.09,0.457,0.534,0.02
"False",0.084,0.476,0.651,0.018
"False",0.095,0.223,0.415,0.023
"False",0.089,0.242,0.431,0.017
"False",0.091,0.567,0.647,0.022
"False",0.096,0.136,0.353,0.014
"False",0.215,0.23,0.413,0.121
"False",0.091,0.45,0.647,0.022
"False",0.164,0.841,0.87,0.079
"False",0.114,0.498,0.743,0.035
"False",0.158,0.635,0.822,0.072
"False",0.103,0.175,0.439,0.023
"False",0.134,0.286,0.561,0.04
"False",0.105,0.31,0.522,0.024
"False",0.099,0.216,0.397,0.018
"False",0.092,0.293,0.519,0.017
"False",0.202,0.928,0.902,0.12
"False",0.109,0.216,0.449,0.02
"False",0.203,0.834,0.86,0.122
"False",0.304,0.714,0.74,0.279
"False",0.092,0.51,0.734,0.022
"False",0.126,0.679,0.834,0.044
"False",0.142,0.452,0.729,0.054
"False",0.348,0.213,0.502,0.254
"False",0.239,0.222,0.477,0.107
"False",0.588,0.073,0.218,0.341
"False",0.11,0.499,0.734,0.032
"False",0.086,0.523,0.767,0.019
"False",0.111,0.317,0.59,0.032
"False",0.603,0.076,0.185,0.288
"False",0.093,0.704,0.786,0.023
"False",0.153,0.216,0.432,0.046
"False",0.195,0.426,0.721,0.107
"False",0.092,0.821,0.849,0.023
"False",0.2,0.811,0.868,0.119
"False",0.118,0.483,0.643,0.034
"False",0.09,0.311,0.55,0.016
"False",0.151,0.164,0.502,0.052
"False",0.142,0.194,0.434,0.048
"False",0.086,0.402,0.689,0.018
"False",0.147,0.316,0.58,0.055
"False",0.101,0.266,0.588,0.023
"False",0.134,0.496,0.713,0.049
"False",0.117,0.541,0.791,0.038
"False",0.175,0.835,0.851,0.089
"False",0.09,0.259,0.359,0.011
"False",0.562,0.03,0.068,0.081
"False",0.213,0.161,0.516,0.093
"False",0.103,0.267,0.457,0.02
"False",0.084,0.55,0.781,0.018
"False",0.193,0.789,0.858,0.109
"False",0.09,0.232,0.597,0.018
"False",0.1,0.722,0.85,0.028
"False",0.176,0.195,0.368,0.051
"False",0.106,0.486,0.686,0.031
"False",0.104,0.568,0.745,0.029
"False",0.092,0.431,0.661,0.022
"False",0.122,0.165,0.367,0.026
"False",0.293,0.073,0.214,0.091
"False",0.124,0.119,0.322,0.021
"False",0.118,0.399,0.6,0.032
"False",0.114,0.208,0.408,0.021
"False",0.101,0.267,0.515,0.021
"False",0.279,0.175,0.39,0.122
"False",0.327,0.167,0.438,0.206
"False",0.158,0.149,0.384,0.042
"False",0.165,0.115,0.253,0.039
"False",0.104,0.387,0.617,0.023
"False",0.189,0.797,0.852,0.104
"False",0.193,0.726,0.858,0.109
"False",0.104,0.196,0.44,0.019
"False",0.091,0.421,0.664,0.018
"False",0.12,0.802,0.856,0.041
"False",0.183,0.804,0.871,0.097
"False",0.084,0.271,0.497,0.013
"False",0.097,0.344,0.589,0.02
"False",0.127,0.772,0.843,0.046
"False",0.127,0.574,0.772,0.045
"False",0.158,0.341,0.539,0.055
"False",0.115,0.359,0.636,0.035
"False",0.59,0.026,0.068,0.099
"False",0.106,0.363,0.678,0.025
"False",0.086,0.243,0.372,0.009
"False",0.141,0.162,0.427,0.035
"False",0.258,0.87,0.861,0.199
"False",0.103,0.202,0.472,0.022
"False",0.188,0.869,0.884,0.104
"False",0.099,0.178,0.423,0.017
"False",0.115,0.772,0.86,0.037
"False",0.098,0.215,0.473,0.018
"False",0.098,0.51,0.748,0.026
"False",0.121,0.756,0.856,0.041
"False",0.137,0.711,0.821,0.054
"False",0.118,0.519,0.791,0.038
"False",0.091,0.579,0.777,0.022
"False",0.131,0.456,0.693,0.044
"False",0.175,0.316,0.612,0.071
"False",0.661,0.032,0.065,0.122
"False",0.374,0.045,0.1,0.057
"False",0.298,0.058,0.116,0.04
"False",0.183,0.777,0.854,0.099
"False",0.152,0.874,0.887,0.068
"False",0.203,0.83,0.855,0.121
"False",0.148,0.83,0.865,0.064
"False",0.144,0.194,0.42,0.041
"False",0.094,0.271,0.506,0.018
"False",0.18,0.767,0.86,0.095
"False",0.923,0.017,0.049,0.183
"False",0.865,0.042,0.14,0.425
"False",0.114,0.368,0.589,0.029
"False",0.092,0.488,0.692,0.019
"False",0.092,0.217,0.506,0.018
"False",0.096,0.467,0.596,0.022
"False",0.084,0.463,0.719,0.018
"False",0.115,0.204,0.38,0.021
"False",0.696,0.051,0.148,0.317
"False",0.088,0.545,0.736,0.02
"False",0.221,0.851,0.864,0.145
"False",0.549,0.037,0.212,0.299
"False",0.326,0.154,0.454,0.211
"False",0.087,0.551,0.736,0.02
"False",0.11,0.299,0.518,0.026
"False",0.116,0.358,0.635,0.031
"False",0.201,0.548,0.776,0.116
"False",0.094,0.717,0.812,0.024
"False",0.092,0.422,0.696,0.022
"False",0.289,0.826,0.846,0.251
"False",0.183,0.176,0.37,0.056
"False",0.084,0.476,0.563,0.016
"False",0.141,0.373,0.647,0.049
"False",0.083,0.729,0.829,0.018
"False",0.15,0.778,0.829,0.065
"False",0.096,0.558,0.76,0.022
"False",0.088,0.309,0.497,0.015
"False",0.097,0.358,0.525,0.022
"False",0.124,0.229,0.458,0.034
"False",0.092,0.252,0.416,0.014
"False",0.085,0.362,0.599,0.015
"False",0.131,0.334,0.563,0.036
"False",0.113,0.193,0.452,0.026
"False",0.086,0.778,0.793,0.019
"False",0.176,0.795,0.842,0.09
"False",0.094,0.389,0.632,0.02
"False",0.112,0.217,0.483,0.024
"False",0.164,0.124,0.32,0.042
"False",0.181,0.103,0.316,0.049
"False",0.99,0.027,0.103,0.414
"False",0.147,0.154,0.318,0.026
"False",0.093,0.349,0.519,0.017
"False",0.092,0.446,0.671,0.021
"False",0.143,0.127,0.298,0.028
"False",0.087,0.425,0.659,0.017
"False",0.142,0.209,0.496,0.042
"False",0.089,0.24,0.452,0.017
"False",0.239,0.133,0.276,0.085
"False",0.1,0.323,0.65,0.024
"False",0.129,0.192,0.385,0.027
"False",0.209,0.144,0.218,0.056
"False",0.104,0.593,0.776,0.028
"False",0.173,0.263,0.487,0.062
"False",0.137,0.228,0.44,0.031
"False",0.157,0.155,0.309,0.042
"False",0.132,0.261,0.456,0.031
"False",0.096,0.218,0.43,0.018
"False",0.125,0.274,0.431,0.028
"False",0.107,0.161,0.413,0.024
"False",0.176,0.152,0.347,0.044
"False",0.124,0.571,0.804,0.042
"False",0.195,0.077,0.328,0.056
"False",0.157,0.439,0.699,0.067
"False",0.124,0.387,0.599,0.039
"False",0.097,0.28,0.431,0.015
"False",0.999,0.064,0.098,0.43
"False",0.213,0.159,0.221,0.057
"False",0.169,0.162,0.285,0.039
"False",0.128,0.389,0.543,0.036
"False",0.124,0.296,0.469,0.035
"False",0.089,0.38,0.597,0.018
"False",0.28,0.098,0.296,0.109
"False",0.093,0.345,0.56,0.018
"False",0.124,0.219,0.435,0.03
"False",0.126,0.438,0.732,0.042
"False",0.102,0.635,0.814,0.029
"False",0.091,0.462,0.723,0.021
"False",0.132,0.447,0.586,0.045
"False",0.179,0.105,0.266,0.033
"False",0.095,0.422,0.66,0.023
"False",0.126,0.418,0.461,0.042
